0.0,0.0,0,0
0.0,0.0,-7,1713319956.263747
0.0,0.0,-7,1713319956.319485
0.0,0.0,-7,1713319956.374722
0.0,0.0,-7,1713319956.4250538
0.0,0.0,-7,1713319956.480503
0.0,0.0,-7,1713319956.533185
0.0,0.0,-7,1713319956.5839071
0.0,0.0,-7,1713319956.6392279
0.0,0.0,-7,1713319956.736696
0.0,0.0,-7,1713319956.7889621
0.0,0.05536508560180664,-7,1713319956.8443189
0.0,0.11838889122009277,-7,1713319956.907375
0.0,0.17339801788330078,-7,1713319956.9623501
0.0,0.2267310619354248,-7,1713319957.015714
0.0,0.28205204010009766,-8,1713319957.070935
0.0,0.3372979164123535,-8,1713319957.1262589
0.0,0.3916769027709961,-8,1713319957.18064
0.0,0.4432661533355713,-8,1713319957.232272
0.0,0.49868106842041016,-7,1713319957.2875688
0.0,0.5538539886474609,-8,1713319957.34273
0.0,0.6090359687805176,-8,1713319957.39792
0.053045034408569336,0.6620810031890869,-7,1713319957.451088
0.10840106010437012,0.7174370288848877,-7,1713319957.5063198
0.15875697135925293,0.7677929401397705,-7,1713319957.556692
0.21404695510864258,0.8230829238891602,-7,1713319957.611974
0.26925015449523926,0.8782861232757568,-8,1713319957.667199
0.3244760036468506,0.9335119724273682,-8,1713319957.722444
0.37999916076660156,0.9890351295471191,-8,1713319957.778178
0.4334890842437744,1.042525053024292,-8,1713319957.8316832
0.4873170852661133,1.0963530540466309,-8,1713319957.885359
0.5430290699005127,1.1520650386810303,-8,1713319957.941252
0.5989761352539062,1.2080121040344238,-8,1713319957.997189
0.6549279689788818,1.2639639377593994,-8,1713319958.0531662
0.7108931541442871,1.3199291229248047,-8,1713319958.1091058
0.7667291164398193,1.375765085220337,-8,1713319958.164876
0.8226161003112793,1.4316520690917969,-8,1713319958.220777
0.8784849643707275,1.4875209331512451,-8,1713319958.276696
0.9344301223754883,1.5434660911560059,-8,1713319958.332631
0.9885940551757812,1.5976300239562988,-8,1713319958.3867369
1.0412559509277344,1.650291919708252,-8,1713319958.439492
1.0965828895568848,1.7056188583374023,-8,1713319958.4948108
1.1525521278381348,1.7615880966186523,-8,1713319958.550807
1.204787015914917,1.8138229846954346,-8,1713319958.603013
1.2592201232910156,1.8682560920715332,-8,1713319958.657223
1.2592201232910156,1.9236369132995605,-8,1713319958.7125728
1.2592201232910156,1.9788899421691895,-8,1713319958.7678778
1.2592201232910156,2.034454107284546,-8,1713319958.823524
1.2592201232910156,2.086108922958374,-8,1713319958.8752708
1.2592201232910156,2.1419270038604736,-8,1713319958.931131
1.2592201232910156,2.1937148571014404,-8,1713319958.982852
1.2592201232910156,2.2472620010375977,-8,1713319959.036463
1.2592201232910156,2.303183078765869,-8,1713319959.092372
1.2592201232910156,2.3555710315704346,-8,1713319959.144767
1.2592201232910156,2.4114580154418945,-8,1713319959.20062
1.2592201232910156,2.466870069503784,-8,1713319959.255977
1.2592201232910156,2.519139051437378,-8,1713319959.308186
1.2592201232910156,2.5749659538269043,-8,1713319959.364139
1.2592201232910156,2.6291351318359375,-8,1713319959.418328
1.2592201232910156,2.685167074203491,-8,1713319959.474399
1.2592201232910156,2.7412679195404053,-8,1713319959.5304902
1.2592201232910156,2.7962779998779297,-8,1713319959.585324
1.2592201232910156,2.8518881797790527,-8,1713319959.641061
1.2592201232910156,2.9056589603424072,-8,1713319959.694883
1.2592201232910156,2.961591958999634,-8,1713319959.750803
1.2592201232910156,3.017548084259033,-8,1713319959.806741
1.2592201232910156,3.0692999362945557,-8,1713319959.858424
1.2592201232910156,3.1249988079071045,-8,1713319959.91418
1.2592201232910156,3.1803369522094727,-8,1713319959.9694772
1.2592201232910156,3.2330381870269775,-8,1713319960.022102
1.2592201232910156,3.2885730266571045,-8,1713319960.077627
1.2592201232910156,3.3443241119384766,-8,1713319960.13357
1.2592201232910156,3.4000298976898193,-8,1713319960.1890078
1.2592201232910156,3.455422878265381,-8,1713319960.2444549
1.3146724700927734,3.5108752250671387,-8,1713319960.299874
1.3688721656799316,3.565074920654297,-8,1713319960.3541481
1.4207022190093994,3.6169049739837646,-8,1713319960.40607
1.4747602939605713,3.6709630489349365,-8,1713319960.460116
1.5306472778320312,3.7268500328063965,-8,1713319960.516028
1.5867512226104736,3.782953977584839,-8,1713319960.572167
1.6427161693572998,3.838918924331665,-8,1713319960.628149
1.6963062286376953,3.8925089836120605,-8,1713319960.6816692
1.7522101402282715,3.9484128952026367,-8,1713319960.737598
1.8056480884552002,4.001850843429565,-8,1713319960.791053
1.8592102527618408,4.055413007736206,-8,1713319960.844594
1.9123382568359375,4.108541011810303,-8,1713319960.8977768
1.9682462215423584,4.164448976516724,-8,1713319960.953526
2.023989200592041,4.220191955566406,-8,1713319961.009412
2.0759031772613525,4.272105932235718,-8,1713319961.061216
2.1266162395477295,4.322818994522095,-8,1713319961.1119208
2.233020067214966,4.376020908355713,-8,1713319961.165153
2.337318181991577,4.4281699657440186,-8,1713319961.217294
2.448702096939087,4.483861923217773,-8,1713319961.273005
2.552422285079956,4.535722017288208,-8,1713319961.324828
2.6635921001434326,4.591306924819946,-8,1713319961.380456
2.77447247505188,4.64674711227417,-8,1713319961.4359272
2.8865745067596436,4.702798128128052,-8,1713319961.4919791
2.9920685291290283,4.755545139312744,-8,1713319961.544746
3.1022422313690186,4.810631990432739,-8,1713319961.5995688
3.2127020359039307,4.865861892700195,-8,1713319961.6547399
3.31528639793396,4.91715407371521,-8,1713319961.706033
