-84.520981,33.936924,1714151576.1587892,0,0.0
-84.520981,33.936924,1714151576.273552,11,125.0
-84.520981,33.936924,1714151577.1581461,11,125.0
-84.520981,33.936924,1714151577.276992,11,140.0
-84.520981,33.936924,1714151578.161818,11,140.0
-84.520981,33.936924,1714151578.2763588,11,125.0
-84.520981,33.936924,1714151579.161036,11,125.0
-84.520981,33.936924,1714151579.275696,11,113.0
-84.520988,33.936924,1714151580.160565,11,113.0
-84.520988,33.936924,1714151580.275111,11,113.0
-84.520988,33.936928,1714151581.1599019,11,113.0
-84.520988,33.936928,1714151581.2785778,11,113.0
-84.520988,33.936928,1714151582.1634219,11,113.0
-84.520988,33.936928,1714151582.277948,11,113.0
-84.520981,33.936932,1714151583.162678,11,113.0
-84.520981,33.936932,1714151583.279795,11,114.0
-84.520981,33.936935,1714151584.1620312,11,114.0
-84.520981,33.936935,1714151584.27669,11,114.0
-84.520981,33.936939,1714151585.1695192,11,114.0
-84.520981,33.936939,1714151585.288357,11,117.0
-84.520973,33.936947,1714151586.1689029,11,117.0
-84.520973,33.936947,1714151586.287796,11,114.0
-84.520966,33.936958,1714151587.16424,11,114.0
-84.520966,33.936958,1714151587.2870688,11,114.0
-84.520966,33.93697,1714151588.1637619,11,114.0
-84.520966,33.93697,1714151588.2865121,11,114.0
-84.520958,33.936981,1714151589.167039,11,114.0
-84.520958,33.936981,1714151589.285931,11,114.0
-84.52095,33.936993,1714151590.170503,11,114.0
-84.52095,33.936993,1714151590.289288,11,114.0
-84.520943,33.937008,1714151591.169971,11,114.0
-84.520943,33.937008,1714151591.288733,11,114.0
-84.520943,33.937019,1714151592.165355,11,114.0
-84.520943,33.937019,1714151592.288064,11,114.0
-84.520943,33.937031,1714151593.16472,11,114.0
-84.520943,33.937031,1714151593.283365,11,125.0
-84.520943,33.937038,1714151594.168041,11,125.0
-84.520943,33.937038,1714151594.2868202,11,125.0
-84.520943,33.93705,1714151595.1635041,11,125.0
-84.520943,33.93705,1714151595.286187,11,125.0
-84.52095,33.937061,1714151596.1669009,11,125.0
-84.52095,33.937061,1714151596.289678,11,125.0
-84.52095,33.937073,1714151597.166293,11,125.0
-84.52095,33.937073,1714151597.289124,11,125.0
-84.52095,33.93708,1714151598.165588,11,125.0
-84.52095,33.93708,1714151598.284405,11,126.0
-84.52095,33.937092,1714151599.164929,11,126.0
-84.52095,33.937092,1714151599.283741,11,126.0
-84.520943,33.937099,1714151600.160435,11,126.0
-84.520943,33.937099,1714151600.2830951,11,126.0
-84.52095,33.937107,1714151601.163789,11,126.0
-84.52095,33.937107,1714151601.286536,11,126.0
-84.520943,33.937115,1714151602.167261,11,126.0
-84.520943,33.937115,1714151602.290147,11,126.0
-84.52095,33.937119,1714151603.166683,11,126.0
-84.52095,33.937119,1714151603.289472,11,126.0
-84.52095,33.937126,1714151604.165941,11,126.0
-84.52095,33.937126,1714151604.288822,11,126.0
-84.52095,33.93713,1714151605.161359,11,126.0
-84.52095,33.93713,1714151605.280083,11,114.0
-84.52095,33.937134,1714151606.160686,11,114.0
-84.52095,33.937134,1714151606.275435,11,162.0
-84.52095,33.937134,1714151607.160098,11,162.0
-84.52095,33.937134,1714151607.274643,11,117.0
-84.52095,33.937134,1714151608.159502,11,117.0
-84.52095,33.937134,1714151608.278225,11,162.0
-84.52095,33.93713,1714151609.162818,11,162.0
-84.52095,33.93713,1714151609.2775471,11,162.0
-84.52095,33.93713,1714151610.16227,11,162.0
-84.52095,33.93713,1714151610.276993,11,162.0
-84.520943,33.93713,1714151611.16166,11,162.0
-84.520943,33.93713,1714151611.2762392,11,117.0
-84.520943,33.937134,1714151612.161356,11,117.0
-84.520943,33.937134,1714151612.2797801,11,117.0
-84.520943,33.937134,1714151613.161748,11,117.0
-84.520943,33.937134,1714151613.2750359,11,124.0
-84.520943,33.937134,1714151614.163834,11,124.0
-84.520943,33.937134,1714151614.2785122,11,114.0
-84.520943,33.937134,1714151615.163925,11,114.0
-84.520943,33.937134,1714151615.278073,11,131.0
-84.520943,33.937138,1714151616.16509,11,131.0
-84.520943,33.937138,1714151616.277426,11,120.0
-84.520943,33.937138,1714151617.162009,11,120.0
-84.520943,33.937138,1714151617.27673,11,114.0
-84.520943,33.937141,1714151618.161772,11,114.0
-84.520943,33.937141,1714151618.2801259,11,114.0
-84.52095,33.937145,1714151619.172954,11,114.0
-84.52095,33.937145,1714151619.2917728,12,92.0
-84.52095,33.937149,1714151620.164289,12,92.0
-84.52095,33.937149,1714151620.287057,12,92.0
-84.520958,33.937157,1714151621.169836,12,92.0
-84.520958,33.937157,1714151621.290532,12,92.0
-84.520966,33.937164,1714151622.1671832,12,92.0
-84.520966,33.937164,1714151622.289835,12,92.0
-84.520973,33.937172,1714151623.16644,12,92.0
