0.0,0.0,0,0,"[0.0, 0.0]",0.0,0.0
-1.4341337020251832,1.078212094453215,-8,1713319962.152266,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-1.4786100882534052,1.1004502875673259,-8,1713319962.358016,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-2.0039447998947986,1.5198532165170997,-8,1713319963.155675,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-2.070703853224547,1.553232743181974,-8,1713319963.361397,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-2.3440986473376126,1.6954798893671643,-8,1713319964.159183,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-2.4006982927622142,1.7525993524509111,-8,1713319964.364956,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-2.819178786457971,1.643486572975336,-8,1713319965.162621,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-2.819178786457971,1.6661025468693222,-8,1713319965.368067,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-3.126452143940815,2.0874907072113698,-7,1713319966.157896,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-3.135305281687368,2.0915589843768103,-7,1713319966.363565,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-3.5496705395940897,2.590754783400363,-7,1713319967.1573162,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-3.5820358482503725,2.623120092056646,-7,1713319967.363102,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-3.54498703872865,3.120195579792779,-8,1713319968.152559,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-3.6428393108207127,3.1860911763294837,-8,1713319968.3583412,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-3.3711524606227528,3.343740487129016,-7,1713319969.156061,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-3.4164061699279173,3.366367341781598,-8,1713319969.361829,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-3.3455526731041973,3.167349344180074,-8,1713319970.155423,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-3.4133754665768423,3.2012670595632042,-14,1713319970.360924,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-3.7229561763447383,3.3560574144471524,-86,1713319971.154807,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-3.768604813273563,3.3788817329115646,-103,1713319971.3604312,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-4.081623208453489,3.5356252571524576,-65,1713319972.158271,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-4.181181271339572,3.568811278114485,-73,1713319972.3651671,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-4.345264408178628,3.922566300245045,-92,1713319973.157681,"[-7797312.267664404, 3773646.9108101046]",7.772727272727273,2
-4.648526872636056,4.068123374645616,-67,1713319973.363088,"[-7797312.267664404, 3773646.9108101046]",7.272727272727273,2
-6.369851640188226,5.016310816009839,-89,1713319974.1611679,"[-7797312.267664404, 3773646.9108101046]",7.272727272727273,2
-6.439885872982296,5.038614883434539,-75,1713319974.3666298,"[-7797312.267664404, 3773646.9108101046]",7.272727272727273,2
-7.907434353057075,6.599199327768064,-105,1713319975.1564548,"[-7797312.267664404, 3773646.9108101046]",7.272727272727273,2
-7.710834398650867,6.473469003468204,-82,1713319975.361886,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-9.681252349403465,7.969434739866415,-110,1713319976.159952,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-9.748019846553909,8.002818488441637,-95,1713319976.365433,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-11.60710849494222,10.200133004717163,-116,1713319977.163429,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-11.651616641450559,10.222387077971334,-100,1713319977.364416,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-13.352541809139396,12.065506779129384,-116,1713319978.158699,"[-7797312.267664404, 3773646.9108101046]",7.939024390243903,2
-13.693296226179442,12.201813440325186,-106,1713319978.364289,"[-7797312.267664404, 3773646.9108101046]",7.247191011235955,2
-14.502710712704703,13.784243245774322,-120,1713319979.1621919,"[-7797312.267664404, 3773646.9108101046]",7.247191011235955,2
-14.583251831521205,13.81906437601007,-104,1713319979.367767,"[-7797312.267664404, 3773646.9108101046]",7.247191011235955,2
-16.05024793711157,15.291636666074229,-121,1713319980.161547,"[-7797312.267664404, 3773646.9108101046]",7.247191011235955,2
-16.178803972525348,15.326765385246468,-105,1713319980.367085,"[-7797312.267664404, 3773646.9108101046]",7.247191011235955,2
-17.691710501218967,16.78747158469055,-127,1713319981.160932,"[-7797312.267664404, 3773646.9108101046]",7.247191011235955,2
-17.846815045662723,16.894913199474246,-120,1713319981.366457,"[-7797312.267664404, 3773646.9108101046]",7.247191011235955,2
